,Sentence,Polarity,Subjectivity
35,"Daniels father calls out MSNBCs Maddow for comments on 13-year-old son                   Personal Freedoms                    1 click cost a father $4 million in bitcoin to vishing scammers          Supreme Court appears skeptical of Mexicos lawsuit against American gunmakers                 Former Washington Post chief editor says public should be grateful to the press holding Trump accountable                 Debate over whether to ban handgun sales to teens could soon head to the Supreme Court                   World                    Pope Francis shares first audio message since hospitalization: May God bless you          Lone wolf attacks surge in the West as terrorism intensifies globally                 Top New Zealand diplomat fired for what he said about Trump                 After Trump threat, Hamas refuses to release more hostages without phase 2 ceasefire deal                   Opinion                    DAVID MARCUS: ‘Hamilton’ cancels itself as the Left continues to divide us          Pink bicycles or a cure for cancer: How do you believe our money should be spent?",0.0571969696969697,0.2545454545454545
36,I’m a 3-sport high school female athlete in Maine – I shouldn’t have to compete against biological males                 Morning Glory:,0.08,0.3533333333333333
37,The Democrats try outrage theater                     Health                    Push-ups by age:,0.0,0.0
38,"Heres how many you should be able to do          Obesity will affect over half of adults in 25 years, study predicts                 Vitamin A as measles treatment?",0.2777777777777778,0.4305555555555556
39,RFK Jr.s comments spark discussion of benefits and risks                 Boy honored by Trump says cancer wont slow him down until God calls him home                   Crime                    Bryan Kohberger case: Idaho court releases surviving roommates text messages from night of student murders          Andrew Tate says he plans to live in Florida despite hee haw over return to US soil amid overseas charges                 Travel warning issued for popular spring break tropical destination over crime concerns                 Princeton preppy murder suspect’s parents are no-shows for accused killer sons court appearance                   America Together,0.07020202020202018,0.5222222222222223
40,"Trump friend and informal faith adviser: God is giving America another chance          American-made products you can shop for this holiday season for loved ones                 Im an author and Im grateful for democracy, including our First Amendment rights                 Visiting the Constitution can remind us that America is all about We the People                   Military                    US Coast Guard intercepts boat carrying Russian nationals, criminal migrant          ISIS-K member confessed to scouting Abbey Gate attack route, training Moscow attackers: affidavit                 Trump tells high school senior of West Point acceptance during joint address to Congress                 Air Force announces new unmanned fighter jets will be ready to fly this summer                     Entertainment                    Meghan Markle interview with Drew Barrymore leaves social media users divided over fake hugging          Blake Lively demands texts with high-profile individuals be kept private in Justin Baldoni legal battle                 Taylor Swift Eras Tour hackers allegedly made $600,000 off of stolen tickets                 Gene Hackman death investigation timeline:",0.10107070707070706,0.42796969696969694
41,"Detectives working backwards to determine how couple died                   Sports                    Bengals depleted defense could take major hit after they give sack leader permission to seek trade: report          Hakeem Jeffries again claims banning trans athletes from girls sports will unleash sexual predators on girls                 Newsom faces fiery backlash after talking issue of fairness with transgender inclusion in womens sports                 Jaguars trade Christian Kirk to Texans for 2026 NFL Draft pick: reports                   U.S.                    Bryan Kohberger case: Idaho court releases surviving roommates text messages from night of student murders          Andrew Tate says he plans to live in Florida despite hee haw over return to US soil amid overseas charges                 Black box of ambulance jet that crashed in Philly wasnt recording audio, likely hadnt worked for years: NTSB                 Southwest plane forced to go back to gate as passenger strips naked: reports                   Family                    Keep your kids entertained on long road trips with these 13 finds          Boy honored by Trump says cancer wont slow him down until God calls him home                 Virgin Mary sculpture standing nearly 200 feet set to be tallest religious statue in the world                 America is at a cultural crossroads and must choose between a pro-family or pro-progress agenda                     Personal Finance                    Mortgage rates hit a two-month low this week, remain under 7%          401(k) balances hit second highest on record: Fidelity                 Will you get a tax refund this year?",-0.004075476992143664,0.35030864197530864
42,Experts have ideas on how to use the money                 January inflation gives Fed more reason to hold on interest rate cuts                   Technology                    Tax scam alert: How to protect yourself and your tax refund          Walk through your future home or business space before construction starts                 Fox News AI Newsletter: Judge denies Musks move against OpenAI                 1 click cost a father $4 million in bitcoin to vishing scammers                   Movies                    Blake Lively demands texts with high-profile individuals be kept private in Justin Baldoni legal battle          Gene Hackman death investigation timeline:,0.1672727272727273,0.33999999999999997
43,Detectives working backwards to determine how couple died                 Bill Murray finally addresses Kelis dating rumors: Really raised my cred                 Gene Hackmans final years in Santa Fe with wife were increasingly secluded                   Business                    Taco Bell details upcoming new menu items          LARRY KUDLOW:,0.08409090909090909,0.6636363636363637
44,"Treasury Man Bessent Talks Growth at the Ziegfeld Ballroom                 Walgreens to go private in $10B deal                 Daytona Beach Bike Week thrives despite some economic uncertainty                     Faith & Values                    Danica Patrick reveals drivers shed want to race against in dream scenario          Boy honored by Trump says cancer wont slow him down until God calls him home                 Virgin Mary sculpture standing nearly 200 feet set to be tallest religious statue in the world                 Mark Wahlberg brings prayer to the digital age with Hallows Lent challenge                   Autos                    Michael Jordan co-owned 23XI Racing faces NASCAR countersuit amid charter fallout          2025 NASCAR Phoenix qualifying: Order for Shriners Children’s 500                 Josef Newgarden seeking third INDYCAR title with his warrior mentality                 Danica Patrick reveals drivers shed want to race against in dream scenario                   Travel + Outdoors                    Black box of ambulance jet that crashed in Philly wasnt recording audio, likely hadnt worked for years: NTSB          Travel warning issued for popular spring break tropical destination over crime concerns                 Southwest plane forced to go back to gate as passenger strips naked: reports                 Flight passengers now paying plane ticket tax to depart popular travel destination                   Music                    Taylor Swift Eras Tour hackers allegedly made $600,000 off of stolen tickets          Grateful Dead and new beer celebrate long strange trip together                 Dolly Parton says late husband is in Gods arms now",0.0006734006734006671,0.37389369889369894
45,"Jessie James Decker loves her body more after 4 kids at 36 than she did at 23                     Food + Drink                    Grateful Dead and new beer celebrate long strange trip together          Pokémon-shaped Cheeto sells at auction for $87,840                 Extra egg whites catapult chefs pancake breakfast to protein powerhouse                 FDA recalls common Chinese food ingredient after undeclared sulfites found in Florida inspection                   FOX Weather                    3 dead in severe weather outbreak that tore through South this week          Intuitive Machines second Moon lander touches down but it could be on its side again                 Giant Border Protection blimp crashes in Texas after escaping during high winds, traveling 400 miles                 3 killed as blizzard pummels Plains, Midwest with whiteout conditions amid 60-90+ mph gusts                   Full Episodes                Video     The Story w  Martha MacCallum - Thursday, March 6          Outnumbered – Thursday, March 6",-0.0006127946127946204,0.35222895622895617
46,"Video       The Faulkner Focus - Thursday, March 6           Video       The Ingraham Angle - Wednesday, March 5           Video         Latest Wires                    Albania issues yearlong TikTok ban amid youth violence concerns          Mocking him as Micron, Russia warns Macron against making nuclear threats                 Meet the oldest llama in the world, who works with sick children in North Carolina                 Figure skating titans come together for emotional event benefiting victims of DC plane crash                     Media                    300K NYC public school students didn’t show up to school last year, according to report          Trump says MSNBCs Nicolle Wallace, Rachel Maddow should resign for comments on 13-year-old cancer survivor                 CNN edits fact-check saying Trump falsely claimed there were trans experiments on mice                 DJ",-0.10238095238095239,0.5234126984126984
47,"Daniels father calls out MSNBCs Maddow for comments on 13-year-old son                   Antisemitism Exposed                    Muslim journalist warns Senate of antisemitism ‘industry’, calls for DOJ probe of ‘malign foreign influence          Pause in US foreign aid has UN in panic over funding cuts, Trump says world body not being well run                 NYPD makes multiple arrests at Barnard College after anti-Israel agitators take over library",-0.08333333333333333,0.08333333333333333
48,The forgotten Americans of Hamas terrorist massacre on October 7th                   Immigration                    Border state lawmaker reveals what drastic changes can be solidified with major congressional action          Top Trump agency flips script on Biden admin awarding illegals with taxpayer benefits:,0.22083333333333333,0.3666666666666667
49,"Record invasion                 Trump to shift away from DEI visa policy that ‘surged’ under Biden, expert says                 Trumps plan to house migrants at Guantánamo Bay facing major hurdles                   Fox News Podcasts                    Pete Davidson’s VERY Expensive Apology (NEW: 3PM)",-0.1503787878787879,0.6215151515151515
50,One-on-One: Ukrainian President Volodymyr Zelenskyy                 Anthony Pompliano & Jennifer Sey: Breaking Down President Trump’s Economic Plan & Defending Women’s Sports                 Democrats Hit NEW Lows                          U.S.    Crime   Immigration   Terror   True Crime   Bryan Kohberger      Politics    Trumps First 100 Days   Senate   House   Judiciary   Foreign Policy   Fox News Polls   Elections      World    U.N.   Conflicts   Terrorism   Disasters   Global Economy   Environment   Religion   Scandals      Opinion       Media    FOX Nation Coverage      Entertainment    Exclusives   Country Music   Royals   Blake Lively   Diddy   Game Shows   Hot Videos      Sports    NFL   College Football   MLB   NBA   NHL   Golf   Tennis   Soccer   UFC   WWE      Lifestyle    MAHA   Health   Travel   Food & Drink   Games & Quizzes      Deals       FOX Business    Personal Finance   Economy   Markets   Watchlist   Lifestyle   Real Estate   Tech      Science & Tech    Air & Space   Security   Innovation   Video Games   Military Tech   Planet Earth   Wild Nature      Games    Daily Crossword Puzzle   Downwords   Crazy Crystals Match 3 Game   Word Swap   Word Search   Mini Crossword Puzzle   Stack and Match,-0.009284016636957815,0.3648098633392751
51,Block Puzzle   5 Across the Letter Word Game      Watch Live    FOX News Shows   Programming Schedule   On Air Personalities   Full Episodes   Show Clips   News Clips      About    Contact Us   Careers   Fox Around the World   Advertise With Us   Media Relations   Corporate Information   Compliance      Apps & Products    FOX News,0.021590909090909077,0.36250000000000004
52,Go   FOX Weather   FOX Nation   FOX Noticias   FOX News Shop   FOX News Radio   Outkick   Newsletters   Podcasts         Facebook,0.0,0.0
53,Twitter Instagram Youtube Flipboard LinkedIn  Slack  RSS Newsletters  Spotify iHeartRadio    Fox News    Updated Terms of Use New Privacy Policy Your Privacy Choices Closed Caption Policy Help Contact Us,0.018181818181818174,0.2772727272727273
54,"Accessibility Statement  This material may not be published, broadcast, rewritten, or redistributed.",0.0,0.0
55,"©2025 FOX News Network, LLC.",0.0,0.0
56,All rights reserved.,0.0,0.0
57,Quotes displayed in real-time or delayed by         at least 15 minutes.,-0.3,0.4
58,Market data provided by Factset.,0.0,0.0
59,Powered and         implemented by FactSet Digital           Solutions.,0.0,0.0
60,Legal Statement.,0.2,0.2
61,Mutual Fund and ETF data         provided by Refinitiv Lipper.,0.0,0.0
